org_name,ein,title,source,url,date
Catholic Housing and Community Services,822320973,Maple Glen Seniors Find Help at St. Alphonsus Parish Eldercare Program - CatholicPhilly,CatholicPhilly,https://news.google.com/rss/articles/CBMivgFBVV95cUxOT3JSRmwwZHpHVDQyaTY2QmwxTk45QklocVI3SXFTM2REeTllRjFOZFpnUERxYUJYdGlZSzVrOHRqYXR6NU5aZzk4R1Vsd0k4aGxqRWZNR1NlUUx0QXkxZ2RpUmxtUDdTMEJJOF8zZzVUb0pYbGFFVzdsb295dVluX2tUeWhYbnZtYlFENFd1ZmFwNFlaUlc5THhrVGd4S0I3SlBZYmpZcWZXRXUyNjRaN1k3djdsODNIbFc1QUhR?oc=5,2026-03-31
Catholic Housing and Community Services,822320973,Catholic Charities Appoints its First-Ever Chief HR Officer as Part of Efforts to Strengthen and Unify Programs in the Service of Mission - CatholicPhilly,CatholicPhilly,https://news.google.com/rss/articles/CBMilAJBVV95cUxNb3FsMXBMMkFIRl9NMm42RTVPOV83XzRjTnctWDVIMk9aRWR5Xy03ampxNldoNGZ6eFVpX1FHcnVNYkx4ZjNKSWthMHRYRkxSd2xmMXMzTU9aNjVyLXJEZkdVMGZ4eWc1aENzVkdldEZKVG02YmtWLWRFaENNUzU5LUgySm1ZZ0ZDNEJQN1VtX0tLTXl5RkhsMjRlLU02ZXFuSHJWcEJjYmx4VnR0UjVkZS1JSWF2SHZXUldzS3NNWUc2ZGhkM3FOT0NCMWdIVkpaNENlUXl3RTQ0MzcxVWxDQzJIVm5tLVhEZmNrUzRzWVZhY3V6bGxGekZOQjZpTzJhaHBGWld5X3VmTXhkU0hDeVdoOXc?oc=5,2026-01-26
Catholic Housing and Community Services,822320973,Senior housing coming to Academy Road - Northeast Times,Northeast Times,https://news.google.com/rss/articles/CBMiggFBVV95cUxNV0FEeUFyVUNxTUpHMTRNQTdyWWh0QW9GMVY0U1dEMG9TMnAtd0RuUy1icHo1b3BRdFpjaXNYZ2o4OHJfcm1tMld3QzNRYmNPV2R0VElGbkdnaTRIM3JLSkQ5Y0pMUXdKYlRkbHNTQ1piN0REd1lGVE5qa29EMnd6bThR?oc=5,2025-10-05
Catholic Housing and Community Services,822320973,St. Katharine Drexel Senior Housing Community Begins to Rise in Northeast Philly - CatholicPhilly,CatholicPhilly,https://news.google.com/rss/articles/CBMiywFBVV95cUxNMkh3VXdRNDVVTVk5dXpkdUhDT09oR09NYnhjZG96RnFDNlJOaGdGWV9DSWlOcHJZOWF0MktPTTg0ZmRHa1lzaTRJamx6MVNyQnhuQ1RfWnRtRGpKdVFZaktSbEFjNDVGMm9iMTRrakl2ckNyc0VmZjF4Q1NFSWlvU1pINWQ4cVhzWmw3R0plMEZ0TnNuMmlJajZlNzJMcS00R2lJX2o1dVRRaF9CNVlOc2JlblZReWtsc1Mzb25CZmNCMjd4NEI1VU9rRQ?oc=5,2025-10-01
Catholic Housing and Community Services,822320973,Photos: Catholic Charities Breaks Ground on Northeast Philly Senior Residence - CatholicPhilly,CatholicPhilly,https://news.google.com/rss/articles/CBMixgFBVV95cUxNeTQ5b21oeEdvX0k5RGlIbTA3bVN4OW5rTGNiZVVjRkpGS0NBcVhsZ3JDOThyUy1mRDZvV1UyWDVReEhsbU9paTdrSi0yZlA5bmduT2JHYVg5ZXlFZ0NRUXYzeWhWSm1JbGstNGpJNXFvUzlIQ2RQUHA0NWV4S2FCeXBDWGo0aWlJY2pvdTYzU2dZUWRBUUFOdU4zcGtUQjRjNV9vbVpfRk9ueU5RWXFuTUNGVGZuRklTMVRyN0dLMzMxNDg4a1E?oc=5,2025-10-01
Catholic Housing and Community Services,822320973,"Catholic Charities Shows ‘The Church at Its Best,’ Impacting 300K Lives in 2024 - CatholicPhilly",CatholicPhilly,https://news.google.com/rss/articles/CBMixwFBVV95cUxPTzBGRVVUaHpBV3BNWjNRZ1ZtVEJJRW1FV0dMcGdTaWRHZUhkNzRaaEhocmd1SkRSd3V3VVVVa1FyUGk1U0pPY1BSRjB3RTdULXJ0RkVjXzlITzVDeDN5cUxsTmFXbENFRkFWT3Flc1d6ODlGQTVlQzBTeTlHb0dZOGFreV9DWkZJRlhOVnZfdVZfaXBMZlFLYTFMX3BZR0dDMWdfaVk1dHVOcW5CR1ZtQWNXRW1vdm1OTGZMMVNIVGsxa0txeV9R?oc=5,2025-07-29
Catholic Housing and Community Services,822320973,"Named After First U.S. Black Priest, New Senior Housing Community Blessed by Archbishop - CatholicPhilly",CatholicPhilly,https://news.google.com/rss/articles/CBMi0wFBVV95cUxQaXp5Q0s0akhzRWlId3lzeEVHblVnMUhZWFN3dEJzcDBTV3hYYWotYUtIc2NkM2dtYml3MG1faHJmeW0xSTFJNFdGQzJHTXV4ZEFLSFVWUzRadkhlOXd5NXowNkNCWVcyVVMzQXJfbkI4VnlQZHk5OWJHenVjTXFxbVplUWNiRWg2RDFQZ3pnak0yeEhDREd3Z1BoeHZXUWcxaUlzUERybHNzaGVaVEdsMUtqZEU0ZHlTMXpkQ3MwLUs3YmdYQjRabVFoN09jZjEwTERF?oc=5,2024-10-08
Catholic Housing and Community Services,822320973,Photos: New Archdiocesan Senior Residence Blessed in Southwest Phila. - CatholicPhilly,CatholicPhilly,https://news.google.com/rss/articles/CBMiugFBVV95cUxQaF9QTGk4elgtYXN6emZCa3pPR0x4OHNwX09RT3Fuc3l3NWNGRzBoaFFDZjE3WWlNbU8xRm96Rzg3TXYtZk1ZY1FwVWRBVWtZckw4TVRhV2p5Nl9WUEFKdXVxOFVNN1VrODM3M1hKSThsdXFnVjlBVnY1aEptWGlrMXBfR2trazRKTkJsamtxazBiRGdzanVOamRqRXZsNUxhcmwzdGJId0o3dTVEWFpTYzhWSHBWOXExQXc?oc=5,2024-10-08
Centennial Parkside CDC,474815728,Philadelphia litter dumping focus for Clean and Green initiative - Billy Penn at WHYY,Billy Penn at WHYY,https://news.google.com/rss/articles/CBMioAFBVV95cUxNMlZzbmVlaUNNc2c1dnpxdnZIc2p1VzJ5RWxXNlM4WE5Xb2pSQi1kalQ0ZHlCc1lYLWZmUTRVbGNnRUc2cGxoYWJOMUhLT0c5TE5IeUxOY3lvR0pEQ1hQRjJIQzNyblgyMGtxeTVadjhxTnpsUW9kdkU5TmNfRlZJeFNPSEdySUVKX2dLTk16bzc5M3p2d2FTMkVRcVFYOUZH?oc=5,2024-01-25
Centennial Parkside CDC,474815728,"After Kenney pocket veto, future of single-use bag fee in Philly uncertain - WHYY",WHYY,https://news.google.com/rss/articles/CBMiogFBVV95cUxNVlAzNHlBWGxSSTI4d2h2bVJVb0JucWJBVU9uSVhBWDNJaEJHYWt4U3dRZUtWQkRVLU1SWExSRXBjd243bnJJYzU5T29wNEJkc1lxWmNZVnVlSnBfSmVvYV9iYXh3S3ozN01sNDl5U0xILWlqdk9aTnUzdVMxSTFBaUVIN2VBOXk2cmw4RlN6UFZWeWl3aDBiaUVldTg2T2Q4OWc?oc=5,2024-01-10
Centennial Parkside CDC,474815728,"Philly’s plastic bag ban is working, study finds. But the environmental impacts aren’t clear - WHYY",WHYY,https://news.google.com/rss/articles/CBMieEFVX3lxTE1yWUg3OHlMYjdGcjJfWlA3dDdNektkWEtZLUh1WXlIeVpIeEhTaUtoM1hMdFQzVm5IS2ZwRTF6Y2t0SjI0cGpDUWVpQ2RfZzhJTnJHb1ozSDJrbVN6b1czX3hwUExFVFBvanhVMGl2X0pZRmtOZnJRcA?oc=5,2023-04-27
Centennial Parkside CDC,474815728,Grant Recipients Announced for Promise Zone Sustainability Fund - City of Philadelphia (.gov),City of Philadelphia (.gov),https://news.google.com/rss/articles/CBMingFBVV95cUxNX21KUHZBMUZETnZIM3BGWVpSRG8xaXJQMGRLMnplWENHZDFkT0NSMzltR2RwWURQRF9ncE5QMTBjN1lIY0l1VnFTSkFSQXN2Nm9lSnlIOFc2VFJ2VGg1MmNKc3Z3RVNCdi1Fd2JWZmlyN0FvMFZBODd6Wm9rWEc5NXYtV01NNkVQRzJ0QXJSRGpNRUo3N1lya2ZyYUZGdw?oc=5,2023-03-02
Centennial Parkside CDC,474815728,76ers Name Leslie M. Walker Executive Director of Sixers Youth Foundation - NBA.com,NBA.com,https://news.google.com/rss/articles/CBMiowFBVV95cUxOeVhfem9MVFR4VEk2cEpFUjZnNW9PcmNZMUlsWXZ3VXItSFdvWFhpSFVjMDJoamtmbVBTcUNCRGlrUGhzQURCNW1rdTFOOGVERWJnMUpRN1ZPWDBGeHNRS0lncEQzNHFWUUt0UkpnWHpyd0ZabUh5ckN5cDdnYjdwVzhIUGdNZDJoQUkwbFhkaVZzUVFueUJFc3NPUC00YkUxa0pv?oc=5,2021-11-22
Centennial Parkside CDC,474815728,Urban Innovation Fellowship - Lindy Institute for Urban Innovation - Drexel,Drexel,https://news.google.com/rss/articles/CBMikgFBVV95cUxOUjJXbkZfZVd2aU9vVG4ybGlSY3hwblpIWDRvUWQxcm9rUkJYMF9RZE8ydWxZMVVadEo1TXd1M0RaQXRuTHlMMXdnSkIwQW15VDdBWjdTT2p6a3RBdFlwUTRySzZBTXk0eExmNzIwWlYxSlpjU3ZWSVRwVmRZcEp1Vjhrd1I5Tm5yWS1oOGhSNHFaUQ?oc=5,2021-06-10
Centennial Parkside CDC,474815728,The Philadelphia Zoo begins growing its own greens to feed its animals—and tackle city hunger issues - The Philadelphia Citizen,The Philadelphia Citizen,https://news.google.com/rss/articles/CBMibEFVX3lxTFBOdVVhS3ZzOXFfWFJiUWY0S2Q1TEVZZGdCRUp6Nk5Zb1ZqZjUyZGJmamRzcTlzZXhkX3ZnRXRsTTVkdnRVRXlEWFZzR1hrMGsyUlQwaXRtUk95MXN0SVZpUDBqbU1xZlpwSl82SQ?oc=5,2019-10-15
Centennial Parkside CDC,474815728,"Rain, rain flows away, no longer puddles at Malcolm X Park - WHYY",WHYY,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQMUQ3LXNFaGZRRE1oNkgtbGIyemQwVGJQS1YxUzIyemJYcVJNWkk3YUphYWVZQ1RZNGliN2U2MWcyYjhiT3NYSlVkSy15X0dvak5saHNVSzB3TFpwWVZmNDNLX0xzWWc0NmVSX0U2TktCOUhPQlVHY3Y0MHhualZiRDJEdVBfaHhtR3Rn?oc=5,2018-08-02
Community of Compassion CDC,331035662,"Penn Medicine to offer free mammograms, eye health screenings and preventive care in West Philly - PhillyVoice",PhillyVoice,https://news.google.com/rss/articles/CBMikAFBVV95cUxPVzd5RDV5QWxyMGUyazdQdHRYSnJCeG9mYnV4SjA3bTAzUXI1VW9SYTQzejk5LWg0anRkejlKZklFVTQyOFc2dlB5cU10X1hDZGtwekM4TWNhaDRISGRsRmE5QWZETEFrRjJfblQyaDBkeGI0RzhDLUJNN1RpdlRZZG9YUmFkaksxRlB3MEpLTmI?oc=5,2026-06-24
Community of Compassion CDC,331035662,Penn Medicine community health fair returns to West Philly June 28 - Penn Medicine,Penn Medicine,https://news.google.com/rss/articles/CBMilAFBVV95cUxNVU05c2o5dVh1UnljX0EwODNSLVF0RnhmWVdhSXJoUHJBRjItMU5PQXZZdThqb2RsX0k2OVNsbXBPQ3hsU3BKQ2J3eWhvOVo2bV9EMHRPR1lLWjlvTERVcVJtV0kxZVJKclZrSVhmRlFNTVVQQURDakZDdnRfbjFsZjAtcXREbXRxeDFNS20zb2dGdUZ5?oc=5,2026-06-22
Community of Compassion CDC,331035662,Free cancer screenings in West Philadelphia - Penn Medicine,Penn Medicine,https://news.google.com/rss/articles/CBMinwFBVV95cUxPdGR1eThCQ2FfeWdmcHM5ckR2RjR2eHNneHcwclA1VHJtYXNmVXNJUGxhcTdKMHhvM1BLN1pON2F3Vnlkenc0WHVTSlNVcUN5WFk3bEgyclJVQ2xHazJ3a0VSbWdIdDlJOWNlZ1dpMzJZZFpMSXdyVmY2Uk8zOUp0VExlX1Z6eFpQRWRNUlh2WjZJdFBPVzFMQ1lRbXJ6cnc?oc=5,2025-08-15
Community of Compassion CDC,331035662,Penn Medicine Community Health Fair - West Philly Local,West Philly Local,https://news.google.com/rss/articles/CBMigAFBVV95cUxNMkhuV0dvTXhGRHg1d0pLSVo0LS14ZnpwcXYtNGtVZENQenQyS0pSVnp2OUZNTFNReHdfNlBQUEdsMTI0UDNHbTJfdUJiSWstMTA1czlmbE9HdEFjTmJpSEloNGZkWUd3Y1RUOHpBLW5feE5PTkZXaWFBWTlhSndWYg?oc=5,2025-07-13
Community of Compassion CDC,331035662,West Philly Career Fair - Pennsylvania House Democratic Caucus,Pennsylvania House Democratic Caucus,https://news.google.com/rss/articles/CBMiX0FVX3lxTE91ZXAtYWp3dUNfeG53RDZLRlBoSThTeFQwQXVyX19fQVdkcFluaDFVVkliaEFaQndvRVE4b2VzRV9FVzhvR2k3QndwNUx5czZEVmh3S2lhRnRDelJpcHVv?oc=5,2024-12-26
Community of Compassion CDC,331035662,"Children’s Hospital of Philadelphia’s Center for Health Equity Joins Philadelphia Department of Public Health, School District of Philadelphia and St. Christopher’s Hospital for Back-to-School Event - Children's Hospital of Philadelphia",Children's Hospital of Philadelphia,https://news.google.com/rss/articles/CBMinwFBVV95cUxQc0ZvenNIeGRkSTJ1Tk1CRE4yTVBqVVNqYm9YNkZ5YkhsV2s2bGFVQWVrR3pldmNpUGlrRlhtMDB1RUJNNjduczB2MUVLUFM1d2ZNS0NQakNKWUF6Qll5YjhIWjFyLU1lM2tXaTBVTXdTOUNtMzZfU1ZscHVOSHNlOEN1bThBTmdld2dPTElCOEhGWkF6WWQwRnFyQ2hwMjg?oc=5,2024-08-04
Community of Compassion CDC,331035662,Penn Medicine brings free 3D mammograms and health screenings back to West Philly - Penn Medicine,Penn Medicine,https://news.google.com/rss/articles/CBMingFBVV95cUxNeDladjUwRDNHcW5VVDVCWldsQ01IX0JhVnJtVFUySWZqZm1BemNyQm9Tb3cwNXM3NXdWY21JbFVrWWVFa2dMaHBYSWgwVy02ekhFRUNwRUpxaFUwWjE5bkdMU205SjVfS2FjbUxFeGhOZTJOQzRLcllsbUNxcVh2M0FiNzVsX1o1SnFSbk1abHFsYUdnNzFVOTdienRPdw?oc=5,2024-05-28
Community of Compassion CDC,331035662,Penn Medicine offering free cancer screenings during the month of June - WHYY,WHYY,https://news.google.com/rss/articles/CBMijwFBVV95cUxNeXNPV0Y4amQ4dFdTbWE1dTc3RjNFQlFRVkVBNVdCd3FaQWVzZ0hUcm5vUk9iOFdqVzVtOE9rUWRnSHZjTGRvampyRHhFQUJoanBLQWNmeGxXWXdIWUdQSi1lXzczX1M5Nlk2OW1qT2t1TkdfX1ZsdkhnQjAwVXBWaUV0aUtkVTJ0dTRLMDF2RQ?oc=5,2023-06-11
Community Ventures,232462126,District 51 students could see expanded access to afterschool and summer programs - KJCT,KJCT,https://news.google.com/rss/articles/CBMirAFBVV95cUxPMDc1bmpza1dBOUloM0plRXo4ZEx2OXRiaUJrNGc2WEUzX1RLazhFeWhpRDlpaEN4R0xlNm5Hb2x3ZjRNQ0VoYjdGVDFNVXU5SU9SRVQzajZrUUJWT2NaZTRpS2Q2dTRnbjVnUTRWaDBFTnA0eXBpNVpLRkxpcEt6ZmR2TEd2V1J6SHI2ZEtOTVZPOWt6VzkxNkFkZ0ZVektLNllSd0cwVkRUMWR10gHAAUFVX3lxTE1uZl9ndXdNWjZaY0lKaFR2NGJIOTVPNDZMN0FxaWhKVHE3RDFOSEdSU1FwRktZdmQyRXg2Wmt4QmVyQktGcW9sNmRNcHZobTNWNnQ4emR4dEo5Z245dVhtM0ZLZlA5T09JdWJDdkVGcFhMeTlDdVdMZzdZWmdxTWx1YzVkYkNrWWozeXBGUkZyQy1aT2VUWE5hcV9yOUEyUGpjd1VkOGI2d1U4VzhUQXNRSjRDN0MycW51M0JhV3RZYw?oc=5,2026-06-02
Community Ventures,232462126,Pueblo chamber receives grant to address child care challenges - Pueblo Chieftain,Pueblo Chieftain,https://news.google.com/rss/articles/CBMixgFBVV95cUxQOXg1WDFQWS1Ic3BqZGtPRU9IMEhoT0dDX3AzZ3dXNHpMbEh4cmVUNDVvN2hsOF9LS2cxcExCWkpaOXBNXzZjQ0h0Z2pRNU1MVjR6MXJIUnpfZlJuSkptZEhZejhzNXR2NGp2U1d2Z1kwTFZFZmFKNE9tUFdnRlZNUTdZWGhiaURHSEdmWWtvRXp3azJpUTNTZmFHdkkxb1RfSWNDaEFQTW1VS1JobU00Mm81OWsyUEhCMkZUYnB0aktjOUtFT2c?oc=5,2026-05-26
Community Ventures,232462126,Major overhaul coming to Vogt - Northeast Times,Northeast Times,https://news.google.com/rss/articles/CBMid0FVX3lxTE1FbTJ0WmZ6bnNuOVlHTHNvWXpoZVFkNWJFaGFQWlZaRWk4R1A1aThMWDNIaVdTODBIUHBSR0VyeDVHOXVmaS1xNFA3Z2JCRVRSb2tvWW9kWUxaemdjb1htbGQ5ZnhTM3diWDAzQlU5eWFTVVF0cmxz?oc=5,2026-05-02
Community Ventures,232462126,Educational play spaces were built at two North Philly affordable housing sites. Could they inspire similar projects nationwide? - Inquirer.com,Inquirer.com,https://news.google.com/rss/articles/CBMi0wFBVV95cUxOV0RJTnhqd3hheGZKbDFDSWo1cDdWSzZEeXR2YkZlaGZsaExJYk5tRG0tNnBIV3pXVjFFQ3QxNDJTR256UnNjaWRGald6OTlkSFhoSF9oUWFhYmZrU3hMTnpMajF2dmxvU21pbDgxYmFwY0dLMG5NQ09Cb0dTUVl5T3VKeDFTdVYwNnNIaXk4Sld4ZVA2R21jRkNtTGItOXczUFNUOWNTa1lyS2pvWU9YRllnYjNWSTVES3hkcWJRR196VmROZXlWczdaV3ctRDlNdThB?oc=5,2026-01-21
Community Ventures,232462126,"City Officials Celebrate Ribbon Cutting at Piccoli Playground, Honoring $1.9M Renovation Project - PHILADELPHIA.Today",PHILADELPHIA.Today,https://news.google.com/rss/articles/CBMifkFVX3lxTE9hTld1VW1OOTZUdWszbWZURTJ0U1lGWURnUWRJRGo2ZE96VmRkV20zVGxScTFmRFRMTy1jeVZ6YklvbVc1MlVjSmRRMk9YT0Q1RjFPQnAxUVFxRldkem5iT2RLWGFKVE91NXVQUFJUMTJlV3dIdGFNdXdsS3VpZw?oc=5,2025-08-27
Community Ventures,232462126,Community Ventures taps Bourbon Countian Bart Horne to fill president of Real Estate Development position - The Lane Report,The Lane Report,https://news.google.com/rss/articles/CBMi4gFBVV95cUxPX01VNVgxSENOQkRPQklxYVN0aTNvcWV2Q09TWk1kSS04UndVcmdlYmItQndOUDNhR0c3U0t4N0hwWVJydnM5QkpWdUZvbmRMUmlpMGlfeGk0NWVTZU03R1d3MXZGUEpEUW1WcWNkaWZjNklSN0staE05VjN5aGdEeGNyMmdLWFpzQl8yd201T1N5QUdYbERpOXRFSWR0ZWVPaVp4dG1VMzFOUGstYXF4Z1Q5bXh2TUpmNlBzQm1uVzRlY2Z1dVRwcEpoUWF6QVE0X0o3d2xLMGRxekNia1loSmd3?oc=5,2025-02-21
Community Ventures,232462126,Philly Breaks Ground on New Renovations at Cohocksink Recreation Center in Port Richmond - PHILADELPHIA.Today,PHILADELPHIA.Today,https://news.google.com/rss/articles/CBMickFVX3lxTE9LU3Aza24yMThFTHBtWGxmal96S3JIa25JazZpbFVEWFpqcUdaQUJnbkg5SjdlVWszZzVzV0FSWDBwbllBSkhmakZxMWVuaWM2azZqZDRBb2VMbFZ1ZTZvZzdTNHpFcUktcmR5UW5nN2s2UQ?oc=5,2024-06-11
Community Ventures,232462126,New online tool helps Coloradans quickly determine which public benefits they might be eligible for - The Colorado Sun,The Colorado Sun,https://news.google.com/rss/articles/CBMiXkFVX3lxTE9UVHFvUDNRbXRnQ01rNW8yRTVVNUtDdmdmX2xmcG9Rbi1idUdUSzdEV05sRmo2eExTbWl0WEFnT1NSaU02c1J5S0pxSVVYcWlKQjdLcXNRSXVfbkplR0E?oc=5,2024-01-05
East Falls Development Corporation,232805925,Announcing the Climate Resilience Partner organizations - City of Philadelphia (.gov),City of Philadelphia (.gov),https://news.google.com/rss/articles/CBMikwFBVV95cUxQNzROY0t4UUZORWEwbFZ5MGZ0dlJPLWRCQjVJcGhBeDRPVGhFelNTVldmY21CX1NSOHpQLUUySTJwUzdBakhyRnNwbkFxQlZUbERNY29CZTdRX2hwWFR1RVROQXhoVmJxTDNuWVh0RlJObFdPOXJCckwyMGd2N1pJbmJWY2liM01hQ3UxZEtvX2dyVzQ?oc=5,2025-11-24
East Falls Development Corporation,232805925,A Guide to East Falls: Nature-Soaked & Culture-Packed - Visit Philadelphia,Visit Philadelphia,https://news.google.com/rss/articles/CBMifEFVX3lxTE1FRFJxVUc3RXB4ZkRUQlY5YXVUTFQyN21WTzJVUUVtUmNmTEVVZGxrZlhEYmhjVWx6US1lTDVwSVozd2lKMFZIX01CcHM0RjFqU3laLWVkUURmSEVqUGtUTW5oOTdYLVBOMWhWZkJ0RkpweDlCY3lKWTI4ci0?oc=5,2025-08-22
East Falls Development Corporation,232805925,East Falls and Manayunk Flood Mitigation Study - ULI Philadelphia,ULI Philadelphia,https://news.google.com/rss/articles/CBMiggFBVV95cUxPRFZhSkxtLWx1TXlEcElVSk0yTXFQQkJYYjczbzRsVUZDOTVuVTZ5elM0RGRLMlFhNlBtOVVvNHBfOW1OTGlWZDh6V0VNTFNOWlVCT01YODZ4XzJhYUpmbjBka1YzR2JwX0VldEhrRU8yZTlDMklDZkNvUVllY1hCRHR3?oc=5,2025-04-17
East Falls Development Corporation,232805925,PHL Taking Care of Business Program Testimonial: East Falls - City of Philadelphia (.gov),City of Philadelphia (.gov),https://news.google.com/rss/articles/CBMilwFBVV95cUxNLXVBMHREZE5FZDM0VExCT0tnaENaQ2F5djNrTHNCSHM0ZDV0d0xCV3ViSUpJdDNHQ2VPc1dqUkd3d2g3endGUjVhNlVacDQxa3FiNkRiazd1S2Fzc2RfSWlhSnlxdnVVQkdmNGhlM3FEMzdqc3AwRjIxSVB5MFJheXVJMy1oQks2bjZLTFJwRDNtX0c5ODVN?oc=5,2025-01-22
East Falls Development Corporation,232805925,"East Falls, Manayunk publish flood mitigation study 3 years after Hurricane Ida - WHYY",WHYY,https://news.google.com/rss/articles/CBMinAFBVV95cUxQc1BLU3c3Z0RyRUIwU0Jsc0x0VDEzaUt5ZlZLVk9WcFZidENMX3lGRFp5VndjUjduNW9DeXpxeXBRZUtlVmJTaWJMd3ltanZpM0pUQnNPNFBDUDdzWmJYRFNaSzRiOVVqVXJnWHVHdXliYm5ieTBvQ3BUWXYtZnl1b3pETlMxTlgwYWxQcXJmZlJwaFNBbXBISHBGZ2U?oc=5,2024-10-05
East Falls Development Corporation,232805925,Philadelphia Federal Credit Union cuts ribbon on East Falls branch - timesherald.com,timesherald.com,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQUFFfR2ZiT1NiTjA2UEM4VV81WUp2UVo5dy1na3pNYmtvUElRY2hydm1vUzhfWTFWNkthanJPTGJNZExvUU50bGNMeV9jZ0VwRVJMX0ZISkxhRXZMRklXbTROWklmS2wxZjhCOGtMZHE0VXNtQUY0MzJJQlNaWWhvdGtnenp5Vzh1NVRYbUU1STFVZVhSaDdiY2RzLVpxSnJVU21IRmpmRmNjUQ?oc=5,2024-06-07
East Falls Development Corporation,232805925,East Falls post office to reopen more than a year after Ida flooding - WHYY,WHYY,https://news.google.com/rss/articles/CBMiigFBVV95cUxOWXpUUWhpNUNpak1jWjRRM29NZ1JoWlJ6MHJHcjNXZVltYkRPWnNRaWJSYlpWbkE3Z2FMUF8yODZYV3o4dVVSeWxyUllHR0tYbG04SnlqRW13bHE5YS1rQ19MM196cjhqelJudFhST3VkVnF3TkQ0MW0ybEZZNHZMejdrdWJPbHVKeFE?oc=5,2022-09-06
East Falls Development Corporation,232805925,Some Philly businesses are finally reopening after Ida floods -- just in time for another hurricane season - Billy Penn at WHYY,Billy Penn at WHYY,https://news.google.com/rss/articles/CBMimgFBVV95cUxOMV9qSEZGd05UQjNtLXNaUVZxaHliUUZXNjk4OEhxeG1HX2w3Q3YtYTI0ZnAzVWs0dmhNVGZ5VnFYeGN6N3Z3T1NUZEl5bDV3eEZNd1hvNGVvWFJFN0JfR2JvRzJWTmMxNlQ2bDd6eVNTMy1EVkhfOHZ4OUNLUi14MmJzMFZyeFBKSmpVcjVQWE1EZkZETENHVHp3?oc=5,2022-06-04
Empowered CDC,845037676,Southwest Philadelphia Slated for Three Nonprofit-Run Trash Disposal Sites - PHILADELPHIA.Today,PHILADELPHIA.Today,https://news.google.com/rss/articles/CBMihgFBVV95cUxNN3h0TW5oUVhtM1ZmOWhDTzRadlJEcEFzZzhyYmNZVV9ZYzFFTm1QVUJGZnhvUmpsaWFlMzJoaWVPU29DQzlqVy1VaDZWeVZiTENIaHNLWW9MY2xsZ1dlWkdta2pzQU9JZzZ2U3h1QjZxSjdpMTJBODBYdTN0VWRhcTVSdUlnUQ?oc=5,2025-12-05
Empowered CDC,845037676,Community trash disposal sites are coming to Southwest Philadelphia - WHYY,WHYY,https://news.google.com/rss/articles/CBMihwFBVV95cUxQeVJ0M3dVLVpqOUlJSGl0X0hvMmVNZ3M2OXMzOUxMVXVJamZLV01LaTFKREROWGVWU0l1bl95UWlUUDJONXE3d0dhcFJxUWRsUDVjVzFYdnlZNzlrTGQwUU9vajl3MkhOcWxBYkxvOGxOOXhZa212eld6bUZsZGl5SHRSQXZQQW8?oc=5,2025-12-01
Empowered CDC,845037676,Meet the Newest Candidate for Pennsylvania’s 3rd Congressional District Race - PHILADELPHIA.Today,PHILADELPHIA.Today,https://news.google.com/rss/articles/CBMihwFBVV95cUxORWVsN0FWM2dYVV8zMkp3QzZsQUVpXzVXc1JMcEZJRHJWUDRLY0xpVnZCOTYwaXE0RUxzLVByQUJGMUxYTHRZSHM1bHFsUWtfUWdYaUVHNi00bHlkeVpLUngyUjFXNUFFbndpalgyLThDWHRZZjBYcVpLZ2Y0Ql9WS1FfdDZUeVU?oc=5,2025-11-20
Empowered CDC,845037676,11th candidate enters jam-packed 3rd Congressional District race - Billy Penn at WHYY,Billy Penn at WHYY,https://news.google.com/rss/articles/CBMikAFBVV95cUxNNjlLSmI3dXFER3otTWo2XzdFMU1helhGbWhrUHFqbVAwMlZKclJwQW5XaEZycTk4OWtaMl9fY2NURTRfWHo3ZzUtUllpV1l4WHpLVVhQenUteGw0YW0yVDR2WkZOaW5QVVkwY1dIYW5oZ21odlhRa25WaElrVXF0ZDVoUl84WWRoelQ3R3JHVnI?oc=5,2025-11-11
Empowered CDC,845037676,Foundation puts $5 million into anti-illegal dumping innovation - Billy Penn at WHYY,Billy Penn at WHYY,https://news.google.com/rss/articles/CBMihwFBVV95cUxQWFlWTF9kQUhSelBoMEgxVXpfc093U0YyeGtsQXVJRHZzSVlwNFZpWHFSZm1ULXNSZmR1ci1LWVZyRU1DQlFILXE3cXNlSUliNG5VeXR6Z0tkTmxaLWUzRzN5UjM5dnNKc245SEJoaGhBbTJ0X0M5QUZzUzk3RXlGNnRqY3AyUWc?oc=5,2025-06-30
